{'name': 'RL n=20 T=6', 'total_time': 49, 'decision_time': 48, 'conflict_time': 31, 'RL_time': 16}
{'name': 'RL n=20 T=6 filterT', 'total_time': 62, 'decision_time': 62, 'conflict_time': 46, 'RL_time': 15}
{'name': 'RL-smf n=20 T=6', 'total_time': 46, 'decision_time': 46, 'conflict_time': 34, 'RL_time': 10}
{'name': 'RL-smf n=20 T=6 filterT', 'total_time': 45, 'decision_time': 45, 'conflict_time': 31, 'RL_time': 12}
{'name': 'RL n=50 T=6', 'total_time': 246, 'decision_time': 245, 'conflict_time': 187, 'RL_time': 58}
{'name': 'RL n=50 T=6 filterT', 'total_time': 238, 'decision_time': 237, 'conflict_time': 191, 'RL_time': 46}
{'name': 'RL-smf n=50 T=6', 'total_time': 253, 'decision_time': 253, 'conflict_time': 201, 'RL_time': 48}
{'name': 'RL-smf n=50 T=6 filterT', 'total_time': 257, 'decision_time': 257, 'conflict_time': 202, 'RL_time': 49}
{'name': 'RL n=100 T=6', 'total_time': 1373, 'decision_time': 1372, 'conflict_time': 821, 'RL_time': 549}
{'name': 'RL n=100 T=6 filterT', 'total_time': 1059, 'decision_time': 1058, 'conflict_time': 792, 'RL_time': 260}
{'name': 'RL-smf n=100 T=6', 'total_time': 1103, 'decision_time': 1103, 'conflict_time': 810, 'RL_time': 282}
{'name': 'RL-smf n=100 T=6 filterT', 'total_time': 1364, 'decision_time': 1363, 'conflict_time': 830, 'RL_time': 521}
